"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","exposure","N","converged"
"E_DII_med","~~","bmi","",0.419249681760277,0,NA,NA,0.419249681760277,0.419249681760277,0.419249681760277,0.068238704800293,0.419249681760277,"E-DII (pro-inflammatory)",2313,TRUE
"E_DII_med","~~","comorb_count","",0.0640535768504931,0,NA,NA,0.0640535768504931,0.0640535768504931,0.0640535768504931,0.0637365825196579,0.0640535768504931,"E-DII (pro-inflammatory)",2313,TRUE
"age","~~","age","",45.274842900958,0,NA,NA,45.274842900958,45.274842900958,45.274842900958,1,45.274842900958,"E-DII (pro-inflammatory)",2313,TRUE
"age","~~","sex_binary","",-0.0228427491822885,0,NA,NA,-0.0228427491822885,-0.0228427491822885,-0.0228427491822885,-0.00679038027268331,-0.0228427491822885,"E-DII (pro-inflammatory)",2313,TRUE
"age","~~","edu_binary","",-0.0552363948277161,0,NA,NA,-0.0552363948277161,-0.0552363948277161,-0.0552363948277161,-0.0164562024970628,-0.0552363948277161,"E-DII (pro-inflammatory)",2313,TRUE
"age","~~","income_pir","",-0.547766693601403,0,NA,NA,-0.547766693601403,-0.547766693601403,-0.547766693601403,-0.0508341853297142,-0.547766693601403,"E-DII (pro-inflammatory)",2313,TRUE
"age","~~","bmi","",-6.03972501522958,0,NA,NA,-6.03972501522958,-6.03972501522958,-6.03972501522958,-0.139954810879309,-6.03972501522958,"E-DII (pro-inflammatory)",2313,TRUE
"age","~~","comorb_count","",0.253605207805862,0,NA,NA,0.253605207805862,0.253605207805862,0.253605207805862,0.0359266056397178,0.253605207805862,"E-DII (pro-inflammatory)",2313,TRUE
"sex_binary","~~","sex_binary","",0.249949111854667,0,NA,NA,0.249949111854667,0.249949111854667,0.249949111854667,1,0.249949111854667,"E-DII (pro-inflammatory)",2313,TRUE
"sex_binary","~~","edu_binary","",-0.000566358421889901,0,NA,NA,-0.000566358421889901,-0.000566358421889901,-0.000566358421889901,-0.00227090171114767,-0.000566358421889901,"E-DII (pro-inflammatory)",2313,TRUE
"sex_binary","~~","income_pir","",-0.0633280622747532,0,NA,NA,-0.0633280622747532,-0.0633280622747532,-0.0633280622747532,-0.0790968380641537,-0.0633280622747532,"E-DII (pro-inflammatory)",2313,TRUE
"sex_binary","~~","bmi","",0.239212358052916,0,NA,NA,0.239212358052916,0.239212358052916,0.239212358052916,0.0746031138869967,0.239212358052916,"E-DII (pro-inflammatory)",2313,TRUE
"sex_binary","~~","comorb_count","",0.0178520660587005,0,NA,NA,0.0178520660587005,0.0178520660587005,0.0178520660587005,0.034036835954634,0.0178520660587005,"E-DII (pro-inflammatory)",2313,TRUE
"edu_binary","~~","edu_binary","",0.248848170895944,0,NA,NA,0.248848170895944,0.248848170895944,0.248848170895944,1,0.248848170895944,"E-DII (pro-inflammatory)",2313,TRUE
"edu_binary","~~","income_pir","",0.324626081010937,0,NA,NA,0.324626081010937,0.324626081010937,0.324626081010937,0.406354341810189,0.324626081010937,"E-DII (pro-inflammatory)",2313,TRUE
"edu_binary","~~","bmi","",-0.185969750478927,0,NA,NA,-0.185969750478927,-0.185969750478927,-0.185969750478927,-0.0581265067421638,-0.185969750478927,"E-DII (pro-inflammatory)",2313,TRUE
"edu_binary","~~","comorb_count","",-0.0641588764346112,0,NA,NA,-0.0641588764346112,-0.0641588764346112,-0.0641588764346112,-0.122595920454412,-0.0641588764346112,"E-DII (pro-inflammatory)",2313,TRUE
"income_pir","~~","income_pir","",2.56461723112788,0,NA,NA,2.56461723112788,2.56461723112788,2.56461723112788,1,2.56461723112788,"E-DII (pro-inflammatory)",2313,TRUE
"income_pir","~~","bmi","",-0.853351874749151,0,NA,NA,-0.853351874749151,-0.853351874749151,-0.853351874749151,-0.0830837348001865,-0.853351874749151,"E-DII (pro-inflammatory)",2313,TRUE
"income_pir","~~","comorb_count","",-0.275560882689227,0,NA,NA,-0.275560882689227,-0.275560882689227,-0.275560882689227,-0.164018480640039,-0.275560882689227,"E-DII (pro-inflammatory)",2313,TRUE
"bmi","~~","bmi","",41.1340731806112,0,NA,NA,41.1340731806112,41.1340731806112,41.1340731806112,1,41.1340731806112,"E-DII (pro-inflammatory)",2313,TRUE
"bmi","~~","comorb_count","",3.17143422700207,0,NA,NA,3.17143422700207,3.17143422700207,3.17143422700207,0.471347649810314,3.17143422700207,"E-DII (pro-inflammatory)",2313,TRUE
"comorb_count","~~","comorb_count","",1.10059366699134,0,NA,NA,1.10059366699134,1.10059366699134,1.10059366699134,1,1.10059366699134,"E-DII (pro-inflammatory)",2313,TRUE
"cog_z_composite","~1","","",2.01306199358515,0.171537386213302,11.7354125419748,0,1.67685489460494,2.34926909256536,2.01306199358515,2.69303209615126,2.69303209615126,"E-DII (pro-inflammatory)",2313,TRUE
"phq9_total","~1","","",6.75351864681235,1.1681917456752,5.78117305811717,7.41815320282058e-09,4.46390489825198,9.04313239537272,6.75351864681235,1.58115778886822,1.58115778886822,"E-DII (pro-inflammatory)",2313,TRUE
"E_DII_med","~1","","",4.52313663203747,0,NA,NA,4.52313663203747,4.52313663203747,4.52313663203747,4.72170226631468,4.52313663203747,"E-DII (pro-inflammatory)",2313,TRUE
"age","~1","","",69.3536532641591,0,NA,NA,69.3536532641591,69.3536532641591,69.3536532641591,10.3072038850548,69.3536532641591,"E-DII (pro-inflammatory)",2313,TRUE
"sex_binary","~1","","",0.507133592736706,0,NA,NA,0.507133592736706,0.507133592736706,0.507133592736706,1.01437042958726,0.507133592736706,"E-DII (pro-inflammatory)",2313,TRUE
"edu_binary","~1","","",0.533938607868569,0,NA,NA,0.533938607868569,0.533938607868569,0.533938607868569,1.07034577320205,0.533938607868569,"E-DII (pro-inflammatory)",2313,TRUE
"income_pir","~1","","",2.65229139645482,0,NA,NA,2.65229139645482,2.65229139645482,2.65229139645482,1.65618923927493,2.65229139645482,"E-DII (pro-inflammatory)",2313,TRUE
"bmi","~1","","",29.215261565067,0,NA,NA,29.215261565067,29.215261565067,29.215261565067,4.5552154281752,29.215261565067,"E-DII (pro-inflammatory)",2313,TRUE
"comorb_count","~1","","",1.28534370946822,0,NA,NA,1.28534370946822,1.28534370946822,1.28534370946822,1.22519656827802,1.28534370946822,"E-DII (pro-inflammatory)",2313,TRUE
"ab",":=","a*b","ab",0.00220054812831861,0.00149567498946365,1.47127427002555,0.141216958755213,-0.000730920983607468,0.00513201724024469,0.00220054812831861,0.00282004708603289,0.00294384711328908,"E-DII (pro-inflammatory)",2313,TRUE
"total",":=","c+(a*b)","total",-0.0322368047528926,0.0129542156742958,-2.48851845325209,0.012827657999678,-0.0576266009224767,-0.00684700858330857,-0.0322368047528926,-0.0413121195289956,-0.0431257209929681,"E-DII (pro-inflammatory)",2313,TRUE
"cog_z_composite","~","PNI_med","c",0.00161955529457397,0.000427412513361595,3.78920888823817,0.000151127796949924,0.000781842161843501,0.00245726842730444,0.00161955529457397,0.0682840856827205,0.00216660709092808,"PNI",2313,TRUE
"cog_z_composite","~","age","",-0.0339383527716927,0.00197301278609766,-17.2012837477946,0,-0.0378053867734811,-0.0300713187699042,-0.0339383527716927,-0.305494654633948,-0.0454020162299619,"PNI",2313,TRUE
"cog_z_composite","~","sex_binary","",0.263369439491356,0.0260114972762971,10.1251164703752,0,0.212387841645852,0.31435103733686,0.263369439491356,0.1761471246763,0.352330110029266,"PNI",2313,TRUE
"cog_z_composite","~","edu_binary","",0.390055094788671,0.0286834769105126,13.5985988032613,0,0.33383651309268,0.446273676484662,0.390055094788671,0.260302033781812,0.521807521517236,"PNI",2313,TRUE
"cog_z_composite","~","income_pir","",0.0853420386111408,0.00925419389854814,9.2219851395733,0,0.0672041518640362,0.103479925358245,0.0853420386111408,0.182834719907661,0.114168788573406,"PNI",2313,TRUE
"cog_z_composite","~","bmi","",0.00991436226805768,0.00228868868475649,4.33189639730865,1.47830504324542e-05,0.00542861487411062,0.0144001096620047,0.00991436226805768,0.0850648267891979,0.0132632258151174,"PNI",2313,TRUE
"cog_z_composite","~","comorb_count","",-0.0668276660736184,0.0142139897437477,-4.70154174010247,2.58204467606937e-06,-0.0946865740479857,-0.0389687580992511,-0.0668276660736184,-0.0937894909209418,-0.0894006494686327,"PNI",2313,TRUE
"phq9_total","~","PNI_med","a",-0.0106143637268176,0.00298587921426593,-3.55485368467162,0.000378189482103997,-0.0164665794489656,-0.00476214800466967,-0.0106143637268176,-0.078321034028356,-0.00248507256116921,"PNI",2313,TRUE
"phq9_total","~","age","",-0.061518718404,0.0126991832512234,-4.84430511687228,1.27055556475852e-06,-0.0864086602094721,-0.036628776598528,-0.061518718404,-0.0969127380725364,-0.0144029810018496,"PNI",2313,TRUE
"phq9_total","~","sex_binary","",0.794059561606675,0.168044901764408,4.72528207204949,2.2979615632579e-06,0.464697606362864,1.12342151685049,0.794059561606675,0.0929445624030713,0.185908046800505,"PNI",2313,TRUE
"phq9_total","~","edu_binary","",-0.389523336209588,0.187035919873019,-2.08261245473083,0.0372865630285588,-0.756107002976025,-0.0229396694431505,-0.389523336209588,-0.0454931298011957,-0.0911965879126469,"PNI",2313,TRUE
"phq9_total","~","income_pir","",-0.421424810829286,0.0569147695100549,-7.40448945778187,1.31672450720544e-13,-0.532975709257392,-0.309873912401181,-0.421424810829286,-0.158007058027642,-0.0986654745344564,"PNI",2313,TRUE
"phq9_total","~","bmi","",0.0160763385040728,0.0157148882683271,1.02300049669931,0.306307610969549,-0.0147242765229194,0.0468769535310651,0.0160763385040728,0.0241397689369673,0.00376384950890668,"PNI",2313,TRUE
"phq9_total","~","comorb_count","",0.734300362361414,0.101118976016279,7.26174642278025,3.82138765075979e-13,0.536110811215938,0.93248991350689,0.734300362361414,0.180356731276037,0.171917010677762,"PNI",2313,TRUE
"cog_z_composite","~","phq9_total","b",-0.0155062779141187,0.00340057028175636,-4.55990514217806,5.11767326161205e-06,-0.0221712731932584,-0.00884128263497902,-0.0155062779141187,-0.0886026752265302,-0.0886026752265302,"PNI",2313,TRUE
"cog_z_composite","~~","cog_z_composite","",0.380018307343308,0.0112198923802916,33.8700492360188,0,0.358027722367521,0.402008892319094,0.380018307343308,0.680100789762627,0.680100789762627,"PNI",2313,TRUE
"phq9_total","~~","phq9_total","",16.1368524649187,0.84137150078128,19.179223981243,0,14.487794625769,17.7859103040685,16.1368524649187,0.88452282693928,0.88452282693928,"PNI",2313,TRUE
"PNI_med","~~","PNI_med","",993.295977829956,0,NA,NA,993.295977829956,993.295977829956,993.295977829956,1,993.295977829956,"PNI",2313,TRUE
"PNI_med","~~","age","",-23.3529387860035,0,NA,NA,-23.3529387860035,-23.3529387860035,-23.3529387860035,-0.11012190774427,-23.3529387860035,"PNI",2313,TRUE
"PNI_med","~~","sex_binary","",-1.05832448692689,0,NA,NA,-1.05832448692689,-1.05832448692689,-1.05832448692689,-0.0671666529881722,-1.05832448692689,"PNI",2313,TRUE
"PNI_med","~~","edu_binary","",0.446256881301565,0,NA,NA,0.446256881301565,0.446256881301565,0.446256881301565,0.028384311293036,0.446256881301565,"PNI",2313,TRUE
"PNI_med","~~","income_pir","",3.37842870232043,0,NA,NA,3.37842870232043,3.37842870232043,3.37842870232043,0.0669366759591581,3.37842870232043,"PNI",2313,TRUE
"PNI_med","~~","bmi","",-42.395435546794,0,NA,NA,-42.395435546794,-42.395435546794,-42.395435546794,-0.209738860750408,-42.395435546794,"PNI",2313,TRUE
"PNI_med","~~","comorb_count","",-6.43856616103778,0,NA,NA,-6.43856616103778,-6.43856616103778,-6.43856616103778,-0.194731549491312,-6.43856616103778,"PNI",2313,TRUE
"age","~~","age","",45.274842900958,0,NA,NA,45.274842900958,45.274842900958,45.274842900958,1,45.274842900958,"PNI",2313,TRUE
"age","~~","sex_binary","",-0.0228427491822885,0,NA,NA,-0.0228427491822885,-0.0228427491822885,-0.0228427491822885,-0.00679038027268331,-0.0228427491822885,"PNI",2313,TRUE
"age","~~","edu_binary","",-0.0552363948277161,0,NA,NA,-0.0552363948277161,-0.0552363948277161,-0.0552363948277161,-0.0164562024970628,-0.0552363948277161,"PNI",2313,TRUE
"age","~~","income_pir","",-0.547766693601403,0,NA,NA,-0.547766693601403,-0.547766693601403,-0.547766693601403,-0.0508341853297142,-0.547766693601403,"PNI",2313,TRUE
"age","~~","bmi","",-6.03972501522958,0,NA,NA,-6.03972501522958,-6.03972501522958,-6.03972501522958,-0.139954810879309,-6.03972501522958,"PNI",2313,TRUE
"age","~~","comorb_count","",0.253605207805862,0,NA,NA,0.253605207805862,0.253605207805862,0.253605207805862,0.0359266056397178,0.253605207805862,"PNI",2313,TRUE
"sex_binary","~~","sex_binary","",0.249949111854667,0,NA,NA,0.249949111854667,0.249949111854667,0.249949111854667,1,0.249949111854667,"PNI",2313,TRUE
"sex_binary","~~","edu_binary","",-0.000566358421889901,0,NA,NA,-0.000566358421889901,-0.000566358421889901,-0.000566358421889901,-0.00227090171114767,-0.000566358421889901,"PNI",2313,TRUE
"sex_binary","~~","income_pir","",-0.0633280622747532,0,NA,NA,-0.0633280622747532,-0.0633280622747532,-0.0633280622747532,-0.0790968380641537,-0.0633280622747532,"PNI",2313,TRUE
"sex_binary","~~","bmi","",0.239212358052916,0,NA,NA,0.239212358052916,0.239212358052916,0.239212358052916,0.0746031138869967,0.239212358052916,"PNI",2313,TRUE
"sex_binary","~~","comorb_count","",0.0178520660587005,0,NA,NA,0.0178520660587005,0.0178520660587005,0.0178520660587005,0.034036835954634,0.0178520660587005,"PNI",2313,TRUE
"edu_binary","~~","edu_binary","",0.248848170895944,0,NA,NA,0.248848170895944,0.248848170895944,0.248848170895944,1,0.248848170895944,"PNI",2313,TRUE
"edu_binary","~~","income_pir","",0.324626081010937,0,NA,NA,0.324626081010937,0.324626081010937,0.324626081010937,0.406354341810189,0.324626081010937,"PNI",2313,TRUE
"edu_binary","~~","bmi","",-0.185969750478927,0,NA,NA,-0.185969750478927,-0.185969750478927,-0.185969750478927,-0.0581265067421638,-0.185969750478927,"PNI",2313,TRUE
"edu_binary","~~","comorb_count","",-0.0641588764346112,0,NA,NA,-0.0641588764346112,-0.0641588764346112,-0.0641588764346112,-0.122595920454412,-0.0641588764346112,"PNI",2313,TRUE
"income_pir","~~","income_pir","",2.56461723112788,0,NA,NA,2.56461723112788,2.56461723112788,2.56461723112788,1,2.56461723112788,"PNI",2313,TRUE
"income_pir","~~","bmi","",-0.853351874749151,0,NA,NA,-0.853351874749151,-0.853351874749151,-0.853351874749151,-0.0830837348001865,-0.853351874749151,"PNI",2313,TRUE
"income_pir","~~","comorb_count","",-0.275560882689227,0,NA,NA,-0.275560882689227,-0.275560882689227,-0.275560882689227,-0.164018480640039,-0.275560882689227,"PNI",2313,TRUE
"bmi","~~","bmi","",41.1340731806112,0,NA,NA,41.1340731806112,41.1340731806112,41.1340731806112,1,41.1340731806112,"PNI",2313,TRUE
"bmi","~~","comorb_count","",3.17143422700207,0,NA,NA,3.17143422700207,3.17143422700207,3.17143422700207,0.471347649810314,3.17143422700207,"PNI",2313,TRUE
"comorb_count","~~","comorb_count","",1.10059366699134,0,NA,NA,1.10059366699134,1.10059366699134,1.10059366699134,1,1.10059366699134,"PNI",2313,TRUE
"cog_z_composite","~1","","",1.03795080923555,0.269007030522099,3.85845235056145,0.00011410730832373,0.510706717824167,1.56519490064693,1.03795080923555,1.38854881389885,1.38854881389885,"PNI",2313,TRUE
"phq9_total","~1","","",11.4651802081285,1.85329105484085,6.18638943849709,6.15578255036553e-10,7.83279648777024,15.0975639284869,11.4651802081285,2.68426873973564,2.68426873973564,"PNI",2313,TRUE
"PNI_med","~1","","",428.980214440121,0,NA,NA,428.980214440121,428.980214440121,428.980214440121,13.6112472647344,428.980214440121,"PNI",2313,TRUE
"age","~1","","",69.3536532641591,0,NA,NA,69.3536532641591,69.3536532641591,69.3536532641591,10.3072038850548,69.3536532641591,"PNI",2313,TRUE
"sex_binary","~1","","",0.507133592736706,0,NA,NA,0.507133592736706,0.507133592736706,0.507133592736706,1.01437042958726,0.507133592736706,"PNI",2313,TRUE
"edu_binary","~1","","",0.533938607868569,0,NA,NA,0.533938607868569,0.533938607868569,0.533938607868569,1.07034577320205,0.533938607868569,"PNI",2313,TRUE
"income_pir","~1","","",2.65229139645482,0,NA,NA,2.65229139645482,2.65229139645482,2.65229139645482,1.65618923927493,2.65229139645482,"PNI",2313,TRUE
"bmi","~1","","",29.215261565067,0,NA,NA,29.215261565067,29.215261565067,29.215261565067,4.5552154281752,29.215261565067,"PNI",2313,TRUE
"comorb_count","~1","","",1.28534370946822,0,NA,NA,1.28534370946822,1.28534370946822,1.28534370946822,1.22519656827802,1.28534370946822,"PNI",2313,TRUE
"ab",":=","a*b","ab",0.000164589273829575,5.78641787010592e-05,2.84440698069672,0.0044494175363301,5.11775675805095e-05,0.000278000980078641,0.000164589273829575,0.00693945314142044,0.000220184077051637,"PNI",2313,TRUE
"total",":=","c+(a*b)","total",0.00178414456840355,0.000426230908650324,4.18586388784686,2.84083553885317e-05,0.000948747338351129,0.00261954179845596,0.00178414456840355,0.0752235388241409,0.00238679116797972,"PNI",2313,TRUE
"cog_z_composite","~","CONUT_med","c",0.0282104443832985,0.0122917687130069,2.29506794684859,0.0217292306586627,0.00411902039950873,0.0523018683670882,0.0282104443832985,0.0408419811158654,0.0377393405732188,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","age","",-0.0339865531322126,0.00201944297455385,-16.8296671708302,0,-0.0379445886311706,-0.0300285176332546,-0.0339865531322126,-0.305928528151302,-0.0454664976609064,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","sex_binary","",0.245026963647623,0.0268150038373051,9.13768146871344,0,0.192470521881202,0.297583405414044,0.245026963647623,0.163879283784973,0.327791930714639,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","edu_binary","",0.391718655920935,0.0288730992351284,13.566907131478,0,0.335128421298032,0.448308890543837,0.391718655920935,0.261412206041665,0.524032998694478,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","income_pir","",0.0859167476873902,0.00926637692747186,9.27188137929878,0,0.0677549826423724,0.104078512732408,0.0859167476873902,0.184065962735867,0.114937622316838,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","bmi","",0.00833953431368497,0.00225737793030417,3.69434563957186,0.000220453764374184,0.00391515487079323,0.0127639137565767,0.00833953431368497,0.0715528667115332,0.0111564540214238,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","comorb_count","",-0.0675197707203638,0.0141722705137114,-4.76421690194524,1.89588484356129e-06,-0.0952969105063971,-0.0397426309343306,-0.0675197707203638,-0.0947608272894866,-0.090326532543034,"CONUT (reversed)",2313,TRUE
"phq9_total","~","CONUT_med","a",-0.0793227952319215,0.0776528289671753,-1.02150554315867,0.307014984205751,-0.231519543305234,0.0728739528413908,-0.0793227952319215,-0.0200981281481655,-0.0185713347478429,"CONUT (reversed)",2313,TRUE
"phq9_total","~","age","",-0.0578272298616202,0.0128693323892213,-4.49341334209796,7.00905510053751e-06,-0.0830506578495686,-0.0326038018736717,-0.0578272298616202,-0.091097398099814,-0.0135387165840625,"CONUT (reversed)",2313,TRUE
"phq9_total","~","sex_binary","",0.866416857954537,0.174588160543071,4.96263237586945,6.95441368714356e-07,0.524230351163022,1.20860336474605,0.866416857954537,0.101413973982366,0.202848594192918,"CONUT (reversed)",2313,TRUE
"phq9_total","~","edu_binary","",-0.391986117440472,0.187575406466381,-2.08975219526301,0.036640065655182,-0.75962715850004,-0.0243450763809026,-0.391986117440472,-0.0457807624429234,-0.0917731830076094,"CONUT (reversed)",2313,TRUE
"phq9_total","~","income_pir","",-0.427428853891311,0.0571432170846495,-7.47995782698297,7.43849426498855e-14,-0.539427501337978,-0.315430206444644,-0.427428853891311,-0.16025818600142,-0.100071162435637,"CONUT (reversed)",2313,TRUE
"phq9_total","~","bmi","",0.0257420696342466,0.0155073770756633,1.65998863048511,0.0969167397914561,-0.00465183092873558,0.0561359701972289,0.0257420696342466,0.038653553654186,0.00602682483493082,"CONUT (reversed)",2313,TRUE
"phq9_total","~","comorb_count","",0.756743335481981,0.103025863503225,7.34517828582233,2.05391259555654e-13,0.554816353539521,0.958670317424441,0.756743335481981,0.185869109424843,0.1771714393113,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~","phq9_total","b",-0.0163356204604788,0.00339805792771097,-4.8073401948986,1.52951592924389e-06,-0.0229956916161731,-0.00967554930478447,-0.0163356204604788,-0.0933415280120706,-0.0933415280120706,"CONUT (reversed)",2313,TRUE
"cog_z_composite","~~","cog_z_composite","",0.381588733462148,0.0113410974035111,33.6465440587798,0,0.359360591006106,0.403816875918191,0.381588733462148,0.682911307106263,0.682911307106263,"CONUT (reversed)",2313,TRUE
"phq9_total","~~","phq9_total","",16.2337799037224,0.849360051564536,19.1129543634876,0,14.5690647927489,17.898495014696,16.2337799037224,0.889835791928271,0.889835791928271,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","CONUT_med","",1.17118360872745,0,NA,NA,1.17118360872745,1.17118360872745,1.17118360872745,1,1.17118360872745,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","age","",-1.6597967203175,0,NA,NA,-1.6597967203175,-1.6597967203175,-1.6597967203175,-0.227936530419899,-1.6597967203175,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","sex_binary","",0.124331374630395,0,NA,NA,0.124331374630395,0.124331374630395,0.124331374630395,0.229795988779775,0.124331374630395,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","edu_binary","",-0.0164836469145895,0,NA,NA,-0.0164836469145895,-0.0164836469145895,-0.0164836469145895,-0.0305332886903137,-0.0164836469145895,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","income_pir","",-0.0173302181750969,0,NA,NA,-0.0173302181750969,-0.0173302181750969,-0.0173302181750969,-0.00999954546781532,-0.0173302181750969,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","bmi","",0.244084685350543,0,NA,NA,0.244084685350543,0.244084685350543,0.244084685350543,0.0351663407756333,0.244084685350543,"CONUT (reversed)",2313,TRUE
"CONUT_med","~~","comorb_count","",-0.112780466578405,0,NA,NA,-0.112780466578405,-0.112780466578405,-0.112780466578405,-0.0993362793488321,-0.112780466578405,"CONUT (reversed)",2313,TRUE
"age","~~","age","",45.274842900958,0,NA,NA,45.274842900958,45.274842900958,45.274842900958,1,45.274842900958,"CONUT (reversed)",2313,TRUE
"age","~~","sex_binary","",-0.0228427491822885,0,NA,NA,-0.0228427491822885,-0.0228427491822885,-0.0228427491822885,-0.00679038027268331,-0.0228427491822885,"CONUT (reversed)",2313,TRUE
