"exposure","model","beta","se","lower","upper","p_value","N","R2","exposure_label","beta_abs"
"CONUT_scaled","Model 3: +Lifestyle+Comorb",0.0521518357973478,0.0131179662036054,0.0241915526940046,0.0801121189006911,0.00121831658355448,2307,0.392285691073633,"CONUT (reversed)",0.0521518357973478
"PNI_scaled","Model 3: +Lifestyle+Comorb",0.0413854339922494,0.0208370565542778,-0.00302770073116929,0.0857985687156681,0.0656048127423145,2307,0.390647717601528,"PNI",0.0413854339922494
"E_DII_scaled","Model 3: +Lifestyle+Comorb",0.0401770915896062,0.0172695123916707,0.00336799725034072,0.0769861859288716,0.0344145607902718,2307,0.391450159879256,"E-DII (anti-inflam)",0.0401770915896062
"GNRI_scaled","Model 3: +Lifestyle+Comorb",0.039697591579334,0.0194190992657958,-0.00169323872592658,0.0810884218845946,0.05889584383373,2307,0.390617563551029,"GNRI",0.039697591579334
