"exposure","label","base_R2","full_R2","delta_R2","F_stat","p_Ftest"
"E_DII_scaled","E-DII (anti-inflam)",0.388221700544915,0.391450159879256,0.00322845933434102,5.41248666607497,0.0344145607902718
"PNI_scaled","PNI",0.388221700544915,0.390647717601528,0.00242601705661294,3.94477545009141,0.0656048127423145
"CONUT_scaled","CONUT (reversed)",0.388221700544915,0.392285691073633,0.00406399052871753,15.8054252775839,0.00121831658355447
"GNRI_scaled","GNRI",0.388221700544915,0.390617563551029,0.00239586300611405,4.17897867550707,0.05889584383373
