"Index","N","Events","HR","Lower","Upper","P","HR_CI"
"PNI",258,125,0.783708646799689,0.606254747725875,1.01310421959172,0.0628042929520664,"0.784 (0.606-1.013)"
"NLR",258,125,1.43023269418082,1.18758655961823,1.72245596999793,0.00016166409354922,"1.430 (1.188-1.722)"
"logNLR",258,125,1.28247701018809,1.03632402160061,1.58709751716521,0.0221314208976114,"1.282 (1.036-1.587)"
"SII",258,125,1.30258850837065,1.10191647013683,1.53980530114826,0.00195540023934702,"1.303 (1.102-1.540)"
"logSII",258,125,1.23938354985282,1.01179811491766,1.51816015566582,0.0381469586259683,"1.239 (1.012-1.518)"
