"Index","N","Events","HR","Lower","Upper","P","Cstat_Base","Cstat_PNI","Cstat_CALLY"
"CALLY",250,120,0.853322278316186,0.669507840316162,1.08760326141493,0.200016953783758,0.650436681222707,0.666703056768559,0.658788209606987
